loan_id,customer_id,name,loan_amount,emi_amount,emi_paid,total_emis,due_amount,last_payment_date,repayment_status,recovery_action,payment_method
121441,39509,Jamie Lindsey,979948.73,17192.08,10,57,808027.76,04-04-2025,Late,Collection Agency,
421289,29941,Jennifer Gonzalez DVM,283034.87,7075.87,8,40,226427.84,01-04-2025,On Time,Legal Notice,
395717,32969,Caitlin Gray,226732.33,11336.62,5,20,170049.3,22-02-2025,Late,Reminder Sent,Credit Card
816082,20249,Billy Wagner,741815.34,21194.72,13,35,466283.84,13-07-2023,On Time,Collection Agency,Cash
503725,89809,Timothy Franco,232304.09,14519.01,15,16,14519.01,09-02-2025,Defaulted,None,Bank Transfer
537511,34323,Jeremiah Velasquez,396785.25,12799.52,26,31,63997.6,17-11-2024,Defaulted,Reminder Sent,Bank Transfer
533927,61044,Ruth Richards,783102.64,13983.98,44,56,167807.76,08-11-2024,,Collection Agency,Cash
674270,80624,James Smith,403968.02,18362.18,12,22,183621.8,09-10-2023,Late,Collection Agency,Credit Card
702748,74057,Ryan Silva,123018.81,3154.33,4,39,110401.55,24-05-2024,Late,Reminder Sent,Bank Transfer
240416,57741,Mark Crawford,318043.89,5300.73,59,60,5300.73,10-02-2024,Late,None,Cash
291304,57726,Lorraine Diaz,321352.74,8926.47,25,36,98191.17,06-09-2023,Defaulted,Collection Agency,Cash
978761,81852,Patrick Berry,149096.55,5963.86,15,25,59638.6,07-06-2025,On Time,Legal Notice,
770111,92871,Samantha Ingram,177479.58,13652.28,13,13,0,08-09-2024,On Time,Legal Notice,UPI
287727,15430,Jonathan Rivera,170775.89,3415.52,16,50,116127.68,23-11-2023,Defaulted,Legal Notice,Credit Card
289268,26277,Robin Logan,23406.12,1231.9,4,19,18478.5,21-11-2024,On Time,Collection Agency,Credit Card
708292,86112,Julie Cruz,899943.17,19998.74,2,45,859945.82,10-08-2023,Defaulted,Collection Agency,UPI
902714,39928,Megan Thompson,664709.15,17492.35,2,38,629724.6,29-09-2024,On Time,Legal Notice,Credit Card
722952,94015,Seth Wright,983452.48,30732.89,26,32,184397.34,23-09-2024,Defaulted,Reminder Sent,Bank Transfer
469296,59870,Michelle Martinez DDS,303325.29,5321.5,16,57,218181.5,29-12-2024,Defaulted,Collection Agency,Bank Transfer
802143,42447,Dean Ramirez,995305.02,58547.35,12,17,292736.75,15-10-2023,Defaulted,Legal Notice,Bank Transfer
333118,85585,Wesley Castro,767673.86,22578.64,33,34,22578.64,02-03-2024,Defaulted,Legal Notice,Credit Card
357778,15501,Heidi Smith,447448.24,12429.12,32,36,49716.48,16-08-2024,On Time,Legal Notice,UPI
779228,82799,Gregory Ward,623066.85,28321.22,8,22,396497.08,07-04-2024,On Time,None,Cash
212338,54174,Andrew Vega,80217.15,5729.8,8,14,34378.8,04-11-2024,,Collection Agency,Bank Transfer
927088,13436,Amy Velazquez,519784.74,12994.62,1,40,506790.18,30-08-2024,Defaulted,Legal Notice,
244483,40915,Mrs. Madison Silva,670960.19,33548.01,7,20,436124.13,27-02-2024,Defaulted,None,Cash
446945,16247,Robert Perry,381861.27,9313.69,11,41,279410.7,12-04-2025,On Time,None,Credit Card
768162,63236,Sara Porter DVM,197138.84,9387.56,9,21,112650.72,04-01-2025,Late,None,UPI
643496,41555,David Kennedy,170431.71,3478.2,34,49,52173,27-09-2024,Late,None,Bank Transfer
808230,50734,Jessica Merritt,425007.65,8854.33,47,48,8854.33,24-02-2024,Late,Legal Notice,UPI
216943,59486,Jared Gilbert,713882.95,14872.56,10,48,565157.28,11-11-2023,Late,Collection Agency,
298246,37888,Katherine May,557592.17,16896.73,11,33,371728.06,19-08-2023,Late,None,UPI
666279,40491,Anthony Harris,40168.28,669.47,18,60,28117.74,18-11-2024,Late,Legal Notice,Credit Card
764767,88121,Sarah Todd,354878.38,8655.57,34,41,60588.99,06-04-2024,On Time,Collection Agency,Bank Transfer
261046,24552,Traci Guerrero,13271.99,349.26,17,38,7334.46,03-05-2025,Late,Collection Agency,Bank Transfer
634838,51218,David Soto,474850.02,11581.71,30,41,127398.81,13-06-2024,On Time,Reminder Sent,Bank Transfer
430461,63328,Scott Rowe,787908.87,39395.44,15,20,196977.2,31-12-2024,On Time,Reminder Sent,UPI
200251,81324,Tommy Chang,578874.44,20674.09,26,28,41348.18,29-03-2024,Late,Legal Notice,UPI
240992,64650,Johnny Jones,345761.77,10169.46,18,34,162711.36,19-01-2024,Defaulted,None,Bank Transfer
173177,95428,Felicia Arnold,86045.95,1564.47,55,55,0,04-10-2023,On Time,None,Credit Card
161955,22844,Charlotte Hart,889306.05,59287.07,13,15,118574.14,05-02-2025,Defaulted,Legal Notice,Credit Card
414870,18873,Larry Garrett,273439.99,21033.85,1,13,252406.2,03-08-2023,,None,Bank Transfer
808968,47585,Jacob Marshall,879188.27,28360.91,2,31,822466.39,25-02-2024,Late,Reminder Sent,Cash
539091,18885,Gina Baker,107073.43,3346.04,18,32,46844.56,06-04-2024,On Time,Reminder Sent,Cash
314870,78453,Kimberly Trujillo,542370,11539.79,26,47,242335.59,30-07-2024,Late,Collection Agency,Cash
698696,48949,Belinda Garner,495471.51,8257.86,12,60,396377.28,03-09-2023,Defaulted,Legal Notice,Bank Transfer
766443,99211,John Davis,918556.08,17331.25,44,53,155981.25,14-12-2024,Defaulted,None,Credit Card
537920,31068,Dominique Williams,349169.36,6348.53,19,55,228547.08,17-06-2025,Late,Reminder Sent,Credit Card
687695,88175,Mark Hernandez,572144.09,47678.67,4,12,381429.36,23-04-2024,Defaulted,None,UPI
993085,38614,Sarah Russell,253186.14,8439.54,4,30,219428.04,01-02-2025,Late,Legal Notice,Cash
479726,60489,Sarah Dunn,153552.81,3838.82,33,40,26871.74,09-01-2024,On Time,Reminder Sent,
763302,28265,Michelle Edwards,655402.34,18725.78,30,35,93628.9,03-08-2024,Late,,Bank Transfer
884646,92437,Jennifer Griffin,63504.46,3735.56,9,17,29884.48,14-04-2025,On Time,Reminder Sent,UPI
836712,61172,Dr. John Payne,484281.69,9685.63,49,50,9685.63,22-10-2023,On Time,Legal Notice,
113135,72645,Christopher Young,972095.43,18001.77,17,54,666065.49,24-05-2024,Defaulted,Collection Agency,UPI
324439,13404,Kelly Maddox,41021.27,2051.06,8,20,24612.72,03-09-2024,Defaulted,Legal Notice,Credit Card
463013,78312,Eric Mitchell,112604.36,2165.47,3,52,106108.03,11-07-2023,Defaulted,Legal Notice,UPI
321780,94221,Alyssa Reyes,844291.22,38376.87,4,22,690783.66,03-06-2025,,None,Credit Card
417048,65664,Karen Ortiz,622267.76,17779.08,34,35,17779.08,30-06-2023,On Time,None,Bank Transfer
497161,69964,Steven Hansen,938043.41,58627.71,6,16,586277.1,06-02-2025,On Time,None,
203811,95349,Matthew Baker,307959.53,9934.18,7,31,238420.32,21-08-2024,On Time,Collection Agency,Credit Card
731806,87224,Kristin Greer,140644.22,2930.09,33,48,43951.35,08-02-2024,Defaulted,None,Bank Transfer
366139,40421,Elaine Austin,718672.38,11977.87,50,60,119778.7,05-04-2025,Defaulted,Reminder Sent,Cash
335933,59985,Lisa Oliver,905479.53,24472.42,29,37,195779.36,29-08-2023,Defaulted,None,Bank Transfer
423742,81163,Amber Campbell,476666.77,9533.34,3,50,448066.98,03-04-2024,Late,Legal Notice,Credit Card
981655,32595,Jerry Higgins,783241.59,20083.12,22,39,341413.04,09-09-2023,On Time,Legal Notice,Credit Card
329498,12892,Victoria Smith,609838.47,10336.25,13,59,475467.5,02-10-2023,Defaulted,Reminder Sent,Cash
919396,32651,John Jackson,155154.42,3694.15,5,42,136683.55,27-04-2024,Late,None,Bank Transfer
707420,36437,James Forbes,476654.07,29790.88,8,16,238327.04,25-01-2025,Late,Legal Notice,UPI
996892,90422,Craig Smith,875149.05,23652.68,24,37,307484.84,25-08-2024,Late,Collection Agency,Cash
845927,54261,Danielle Myers,610553.54,22613.09,13,27,316583.26,16-09-2024,Late,Collection Agency,Cash
135011,22145,Samuel Sullivan,711772.71,13956.33,28,51,320995.59,29-07-2023,On Time,Reminder Sent,Bank Transfer
939500,70178,Amanda Lee,951330.05,19414.9,36,49,252393.7,16-09-2024,Late,Collection Agency,Cash
986847,99495,Melissa Thompson,945904.22,36380.93,6,26,727618.6,04-01-2024,Defaulted,None,Bank Transfer
214234,16336,Lisa Cooper,387971.56,8082.74,23,48,202068.5,24-05-2025,On Time,Collection Agency,UPI
681493,27945,Pamela Wolf,95656.02,2898.67,18,33,43480.05,19-05-2024,Defaulted,Legal Notice,Credit Card
994507,89765,Brianna Clark,358604.65,19922.48,4,18,278914.72,01-10-2023,Late,None,Credit Card
110252,70053,Jorge Sanchez,53782.87,1792.76,25,30,8963.8,16-04-2024,Late,Legal Notice,UPI
688710,91361,Nicole Martin,504645.44,24030.74,7,21,336430.36,22-11-2023,Late,None,Credit Card
455718,86588,Ruth French,650287.58,17575.34,9,37,492109.52,06-11-2023,,,
687027,20970,Mark Roberts,29163.5,1080.13,0,27,29163.51,23-02-2025,Defaulted,Collection Agency,Credit Card
487936,30920,Stephanie Townsend,742807.9,53057.71,6,14,424461.68,10-06-2024,Defaulted,Collection Agency,Cash
455371,73658,Victoria Griffith,987778.81,17638.91,33,56,405694.93,13-12-2023,On Time,Collection Agency,Bank Transfer
114231,96486,Nathan Nguyen,706787.24,12399.78,1,57,694387.68,01-09-2024,Defaulted,Collection Agency,Cash
169186,17886,Anthony Cohen,995776.39,25532.73,20,39,485121.87,31-10-2023,Late,None,Bank Transfer
944098,11943,Heather Gilbert,70764.04,1538.35,16,46,46150.5,14-10-2023,Late,None,Credit Card
771125,31047,Dennis Cochran,858959.23,22604.19,15,38,519896.37,13-11-2023,Defaulted,Legal Notice,UPI
936735,76732,Dennis Larson,902878.1,21497.1,21,42,451439.1,19-10-2024,Defaulted,Collection Agency,Bank Transfer
293883,50748,Eddie Price,230466.47,4703.4,21,49,131695.2,22-02-2024,Late,None,Credit Card
283219,75122,Bill Maxwell,104004.46,6500.28,4,16,78003.36,21-03-2024,Late,Collection Agency,UPI
583324,35495,Vanessa Diaz,118293.27,8449.52,4,14,84495.2,05-09-2024,Late,None,Cash
983370,14156,Jack Smith,348381.8,17419.09,10,20,174190.9,17-09-2023,On Time,Collection Agency,Credit Card
278167,12203,Kathleen Mosley,337438.47,6886.5,15,49,234141,04-12-2023,On Time,None,
977945,57851,Jacob Johnson,917703.95,16100.07,14,57,692303.01,25-08-2023,Defaulted,None,UPI
786802,17047,Justin Stewart,281627.84,4773.35,35,59,114560.4,25-11-2023,,Reminder Sent,Bank Transfer
616634,71960,Michael Hoover,484526.94,11817.73,20,41,248172.33,21-02-2025,Late,Legal Notice,Cash
593623,70062,Jeffrey Robertson,517983.54,16709.15,29,31,33418.3,15-11-2023,Defaulted,Collection Agency,Cash
184676,24308,Sandra Craig,546450.9,21858.04,25,25,0,15-02-2025,On Time,Legal Notice,Cash
582430,23888,Sarah Bryant,709797.25,11829.95,57,60,35489.85,01-01-2024,Late,None,Cash
979141,12595,John Anderson,37385.41,1699.34,13,22,15294.06,06-01-2025,,Collection Agency,Credit Card
603313,32748,Cathy Moore,78827.55,2919.54,23,27,11678.16,12-03-2024,Late,Reminder Sent,Cash
808901,32530,Rodney Roberts,516666.42,15656.56,18,33,234848.4,06-10-2023,Late,None,Credit Card
318436,12774,Daniel Roberts,686649.32,49046.38,3,14,539510.18,01-03-2025,Late,,Bank Transfer
649295,15444,Dustin Kemp,829300.6,20226.84,30,41,222495.24,21-03-2025,Defaulted,Reminder Sent,UPI
722337,66282,Andrew Johnson,707675.15,54436.55,2,13,598802.05,31-05-2024,On Time,None,UPI
429505,90357,Kenneth Moody,111792.1,2149.85,45,52,15048.95,06-12-2023,Late,None,Credit Card
732373,58077,Joseph Williamson,992361.99,45107.36,13,22,405966.24,18-12-2024,On Time,Legal Notice,Bank Transfer
734652,72476,Jordan Johnson,882492.54,15758.8,3,56,835216.4,24-01-2025,Late,Reminder Sent,Credit Card
872319,45297,Shannon Brown,368245.09,18412.25,13,20,128885.75,19-02-2024,Late,Reminder Sent,Credit Card
332491,72721,Donna Lopez,660720.4,11391.73,45,58,148092.49,28-11-2023,On Time,Legal Notice,Credit Card
821770,50787,Amanda Andrews,351739.45,11346.43,23,31,90771.44,02-06-2024,On Time,,UPI
604538,58207,Tonya Jackson,289522.36,7619.01,22,38,121904.16,16-04-2024,On Time,Legal Notice,Credit Card
975939,98506,Anthony Delgado,154778.76,3775.09,23,41,67951.62,19-07-2024,Defaulted,Collection Agency,Credit Card
581170,20256,Tonya Tapia,322108.28,11503.87,13,28,172558.05,04-03-2024,Defaulted,None,Bank Transfer
150723,83167,Lisa Perry,910865.42,15181.09,9,60,774235.59,18-07-2023,Late,Collection Agency,Bank Transfer
649821,56510,Billy Jones,901746.27,25764.18,30,35,128820.9,03-01-2024,Late,Legal Notice,UPI
690424,62564,Mr. Terry White,782177.03,13036.28,32,60,365015.84,18-08-2024,Late,Collection Agency,Cash
615794,53670,Patricia Miller,50335.61,1198.47,15,42,32358.69,03-06-2024,Defaulted,Collection Agency,
258041,56851,Steven Wilson,62208.95,1173.75,53,53,0,02-03-2025,On Time,Reminder Sent,Bank Transfer
737613,94538,Monica Hernandez,731837.54,17019.48,35,43,136155.84,03-06-2024,Late,Reminder Sent,Cash
671960,94460,Melanie Gilbert,148110.4,3702.76,1,40,144407.64,08-01-2024,Defaulted,Legal Notice,Bank Transfer
704716,19038,Mrs. Carmen Sloan,767442.43,13953.5,30,55,348837.5,16-08-2024,On Time,None,Credit Card
629344,46672,Gregory Green,696211.22,16576.46,4,42,629905.48,21-06-2023,,Reminder Sent,Credit Card
102893,75212,Ann Guerra,591871.45,14435.89,10,41,447512.59,18-02-2025,On Time,,Cash
639041,98877,Alice Neal,266403.06,5223.59,12,51,203720.01,07-08-2023,Defaulted,Reminder Sent,Cash
878129,88486,Jacob Moore,198766.43,8642.02,16,23,60494.14,28-11-2023,Defaulted,Legal Notice,Credit Card
245914,31482,James Long,64037.81,1306.89,37,49,15682.68,21-07-2023,On Time,Legal Notice,Credit Card
222691,12016,Philip Robinson,791941.31,60918.56,0,13,791941.28,05-07-2023,Late,Reminder Sent,Cash
112836,16838,William Holt,727995.06,14274.41,28,51,328311.43,20-10-2023,On Time,Legal Notice,UPI
213853,24159,Kenneth Francis,654643.01,43642.87,8,15,305500.09,14-05-2025,Late,Collection Agency,Cash
940718,19780,Brittany Riley,356399.1,6364.27,13,56,273663.61,27-08-2024,,,Bank Transfer
699801,80230,Mrs. Penny Brady DDS,74075.83,6172.99,9,12,18518.97,20-09-2024,On Time,None,UPI
578338,32008,Samantha Guzman,468484.29,20368.88,18,23,101844.4,08-04-2024,Defaulted,None,Credit Card
364694,55624,Deborah Campos,298452.89,4974.21,49,60,54716.31,04-02-2025,On Time,None,UPI
639030,59833,James Vega,203094.07,5489.03,35,37,10978.06,14-09-2024,Defaulted,Reminder Sent,Cash
926601,28219,Howard Beltran,67729.3,2335.49,9,29,46709.8,03-10-2024,Defaulted,None,Credit Card
851561,41173,Colin Russell,525855.09,10517.1,41,50,94653.9,05-10-2024,Late,Reminder Sent,Credit Card
268239,49579,Gloria Gomez,876503.79,38108.86,14,23,342979.74,16-01-2024,On Time,,Bank Transfer
163615,20469,Lori Vasquez,343334.96,26410.38,11,13,52820.76,26-03-2025,On Time,Reminder Sent,Credit Card
467921,83893,Crystal Evans,204949.69,4018.62,23,51,112521.36,22-06-2023,Defaulted,,Credit Card
120213,10132,John King,797038.03,18535.77,27,43,296572.32,06-12-2024,On Time,Reminder Sent,Cash
106433,42499,Teresa Long,146385.91,4574.56,31,32,4574.56,07-01-2024,Defaulted,Collection Agency,UPI
756171,85200,Teresa Lopez,387136.32,10753.79,9,36,290352.33,24-02-2024,Late,Reminder Sent,UPI
469621,86239,Dorothy Nielsen,884268.08,16077.6,23,55,514483.2,04-05-2025,Defaulted,,Cash
317302,73613,Jessica Jefferson,844890.48,17242.66,6,49,741434.38,23-03-2024,On Time,Reminder Sent,Cash
570424,83953,Nicole Johnson,600436.13,16678.78,31,36,83393.9,30-01-2025,Late,Collection Agency,Credit Card
276151,74742,Trevor Guzman,228507.28,5573.35,29,41,66880.2,31-03-2024,Defaulted,Legal Notice,Cash
460976,98182,Troy Jenkins,383854.41,8344.66,6,46,333786.4,16-04-2025,Defaulted,Legal Notice,Bank Transfer
232039,38092,Marilyn Dennis,513061.74,9001.08,17,57,360043.2,20-10-2024,Defaulted,Reminder Sent,
849946,26605,Howard Gonzalez,524836.16,13120.9,26,40,183692.6,18-08-2023,On Time,Collection Agency,Credit Card
759035,60514,Robin Aguilar,30805.6,513.43,34,60,13349.18,03-03-2025,Late,Reminder Sent,UPI
309434,35396,Meghan Morgan,526647.61,10971.83,31,48,186521.11,26-11-2023,Late,None,Credit Card
784485,95080,John Myers,564618.38,31367.69,13,18,156838.45,13-09-2023,Defaulted,None,Bank Transfer
922688,85835,Sean Rosario,52156.13,3477.08,9,15,20862.48,11-01-2024,Late,Legal Notice,Cash
544031,59690,Brandon Smith,536087.28,28215.12,10,19,253936.08,21-07-2023,Defaulted,Collection Agency,Credit Card
483870,13650,Darrell Smith,246117.55,6476.78,35,38,19430.34,29-02-2024,Late,None,Credit Card
245801,19514,Kim Martin,520133.4,24768.26,18,21,74304.78,07-02-2024,On Time,None,Credit Card
700790,28566,Kimberly Kane,32937.61,2352.69,0,14,32937.66,30-07-2023,Defaulted,Collection Agency,Cash
573805,19754,Charles Henderson,432850.07,11390.79,17,38,239206.59,31-03-2025,On Time,Reminder Sent,
138248,76311,Nicholas Anderson,69139.73,4609.32,0,15,69139.8,30-12-2023,Defaulted,Reminder Sent,Cash
804459,31344,Nichole Kelly,706026.27,44126.64,7,16,397139.76,10-08-2024,Late,None,Bank Transfer
874899,70972,Joseph Davis,128571.34,2337.66,24,55,72467.46,01-05-2025,Defaulted,Legal Notice,UPI
783389,71638,Jill Perry,259567.35,8652.25,23,30,60565.75,15-06-2025,Defaulted,Reminder Sent,Credit Card
747341,89524,Wayne Garrison,386176.42,20325.07,14,19,101625.35,03-07-2024,On Time,None,Cash
114905,97383,John Massey,894283.34,15689.18,1,57,878594.08,25-03-2024,On Time,None,Bank Transfer
980838,96469,Theresa Evans,657263.34,16030.81,40,41,16030.81,03-09-2023,On Time,None,Cash
449787,61910,Kenneth Johnson III,356297.33,25449.81,7,14,178148.67,20-03-2024,Late,Reminder Sent,Credit Card
404778,88111,Christopher Benson,583714.53,10240.61,34,57,235534.03,27-11-2023,Defaulted,Legal Notice,UPI
639533,23977,Michael Garrison,725782.44,25920.8,9,28,492495.2,21-12-2023,Defaulted,Reminder Sent,Credit Card
979106,84487,Ryan Murphy,152539.86,3113.06,33,49,49808.96,07-02-2024,Late,Collection Agency,Bank Transfer
912782,29406,Maria Davis,583519.27,9725.32,38,60,213957.04,24-06-2024,Late,None,Bank Transfer
580619,96539,Heather Miller,214737.94,3702.38,7,58,188821.38,18-05-2025,On Time,Reminder Sent,UPI
976805,24380,Cynthia Hall,518846.73,14412.41,32,36,57649.64,01-03-2024,Defaulted,None,Bank Transfer
743854,62005,Kristy Thompson,328717.48,8217.94,35,40,41089.7,26-03-2025,Defaulted,Legal Notice,Credit Card
390453,52347,Tyler Miller,784480.11,39224.01,7,20,509912.13,06-10-2023,On Time,Legal Notice,Cash
183563,91866,Jessica Chavez,905659.64,16466.54,42,55,214065.02,23-04-2024,Late,Reminder Sent,Cash
738632,14131,Jennifer Kelly,750604.67,13168.5,4,57,697930.5,22-01-2024,Defaulted,Reminder Sent,Bank Transfer
290780,99309,Micheal Rodriguez,984402.7,16406.71,48,60,196880.52,16-11-2023,On Time,Collection Agency,Bank Transfer
508461,85219,Jerome Sweeney,713867.75,18304.3,33,39,109825.8,10-06-2025,Late,None,UPI
581022,51950,Molly Bryant,399495.47,8322.82,35,48,108196.66,13-11-2023,Defaulted,Reminder Sent,
590261,18538,Elizabeth Lee,937264.69,30234.34,16,31,453515.1,17-04-2025,Defaulted,None,Cash
648672,72082,Matthew Martinez,282557.08,5886.61,5,48,253124.23,18-04-2025,Defaulted,None,Credit Card
818976,95071,Meghan Mason,632298.78,42153.25,7,15,337226,08-12-2023,On Time,Legal Notice,Cash
830518,25159,Elizabeth Kline,868056.11,66773.55,10,13,200320.65,04-02-2025,Defaulted,Reminder Sent,UPI
338498,53716,Alice Medina,514955.87,10097.17,28,51,232234.91,06-07-2023,,Collection Agency,Credit Card
342756,28137,Amy Patterson,779398.07,14705.62,23,53,441168.6,20-10-2023,On Time,Collection Agency,Credit Card
632669,27690,Denise Greene,430338.65,12657.02,10,34,303768.48,27-03-2025,Late,Legal Notice,Credit Card
778528,45603,Deborah Gray,548768.21,14831.57,28,37,133484.13,17-11-2023,Late,Legal Notice,Cash
802028,32805,Brian Perez,871365.49,67028.11,12,13,67028.11,03-06-2024,Late,None,UPI
141116,23662,George Duran,502714.42,8819.55,14,57,379240.65,26-04-2025,,Legal Notice,
599847,29331,Paul Rubio,792321.45,19808.04,10,40,594241.2,19-08-2024,Defaulted,Collection Agency,Bank Transfer
685104,67349,Edwin King,627534.14,28524.28,22,22,0,03-10-2024,On Time,None,Cash
547016,98059,Melanie Newman,686681.71,34334.09,7,20,446343.17,16-06-2025,Defaulted,Legal Notice,Bank Transfer
827258,20162,Jessica Marshall,838381.79,32245.45,13,26,419190.85,06-07-2023,Defaulted,Collection Agency,Cash
249182,95628,Amanda Hodge,413346.62,7654.57,26,54,214327.96,17-09-2024,Late,None,Cash
499900,19375,Theresa Ray,291809.57,5836.19,38,50,70034.28,09-12-2023,Defaulted,None,Credit Card
239232,93170,Melissa Price,975167.35,42398.58,15,23,339188.64,26-02-2024,On Time,Collection Agency,Bank Transfer
521607,26499,Lori Cruz,383931.06,22584.18,16,17,22584.18,19-04-2024,Late,Reminder Sent,Bank Transfer
320357,53739,Carla Jordan,809658.23,24535.1,23,33,245351,17-09-2023,On Time,Collection Agency,Cash
355800,32837,Carlos Carroll,531048.93,23089.08,20,23,69267.24,02-02-2025,,Legal Notice,Bank Transfer
